article_id,og_title,og_content,og_date_published,og_created_at,accident_datetime,is_applicable_accident,street,city,number_injured,accident_severity,vehicle_type,driver_age,driver_gender
2080,Elderly woman hit by car in Naxxar,"An 87-year-old woman is in hospital after having been hit by a car in Naxxar on Tuesday morning. The accident happened at 9am in St Paul Street. The driver, a 30-year-old man from Fgura, was unhurt. The police said the woman was seriously injured.",01/04/2025,2025-07-03 15:05:15.233745+00,01/04/2025 9:00,TRUE,St Paul Street,Naxxar,0,not injured,car,30,M
2080,Elderly woman hit by car in Naxxar,"An 87-year-old woman is in hospital after having been hit by a car in Naxxar on Tuesday morning. The accident happened at 9am in St Paul Street. The driver, a 30-year-old man from Fgura, was unhurt. The police said the woman was seriously injured.",01/04/2025,2025-07-03 15:05:15.233745+00,01/04/2025 9:00,TRUE,St Paul Street,Naxxar,1,Serious,Pedestrian,87,F
2101,Driver jailed for four years for killing passenger in 2017 car crash,"A 48-year-old man has been jailed for four years for causing the death of a passenger in his car during a collision in August 2017. St Paul’s Bay resident Godfrey Gambin was charged with the involuntary homicide of Jane Mary Turner, 45. He was also accused of causing involuntary bodily harm on another driver, causing damages to the other car and violating traffic rules. Police sergeant Denise Camilleri told the court that she was stationed at Mosta Police Station on August 20 2017 when she got the call about a collision on Triq Sir Temi Zammit in Mġarr. The sergeant went on site and found Gambin’s car had overturned, the driver was standing outside and had blood over him. Turner, who was inside Gambin’s car, died on site. The other vehicle was on the pavement in the opposite direction. Gambin was hospitalised and was in intensive care for some time. The other driver told the court that he was going to Għadira and was driving towards Mġarr when he saw an oncoming car coming in the opposite direction in his lane. He had no time to avoid the collision and Gambin crashed his vehicle into the man’s car.  The vehicle spun twice before ending up on the pavement. The windscreen shattered. The driver recalled that when he got out of his car, he found Gambin’s car overturned and the female passenger dead on site. The court, presided over by magistrate Caroline Farrugia Frendo, found Gambin guilty and jailed him for four years. He was fined €11,600 and his driving licence was suspended for three months as from 2 April 2025. Gambin was also ordered to pay €2,975.91 in court expenses. Inspector Godwin Scerri prosecuted.",01/04/2025,2025-07-03 15:05:21.187753+00,20/08/2017 15:25,TRUE,Triq Sir Temi Zammit,Mġarr,1,Unknown,car,26,M
2101,Driver jailed for four years for killing passenger in 2017 car crash,"A 48-year-old man has been jailed for four years for causing the death of a passenger in his car during a collision in August 2017. St Paul’s Bay resident Godfrey Gambin was charged with the involuntary homicide of Jane Mary Turner, 45. He was also accused of causing involuntary bodily harm on another driver, causing damages to the other car and violating traffic rules. Police sergeant Denise Camilleri told the court that she was stationed at Mosta Police Station on August 20 2017 when she got the call about a collision on Triq Sir Temi Zammit in Mġarr. The sergeant went on site and found Gambin’s car had overturned, the driver was standing outside and had blood over him. Turner, who was inside Gambin’s car, died on site. The other vehicle was on the pavement in the opposite direction. Gambin was hospitalised and was in intensive care for some time. The other driver told the court that he was going to Għadira and was driving towards Mġarr when he saw an oncoming car coming in the opposite direction in his lane. He had no time to avoid the collision and Gambin crashed his vehicle into the man’s car.  The vehicle spun twice before ending up on the pavement. The windscreen shattered. The driver recalled that when he got out of his car, he found Gambin’s car overturned and the female passenger dead on site. The court, presided over by magistrate Caroline Farrugia Frendo, found Gambin guilty and jailed him for four years. He was fined €11,600 and his driving licence was suspended for three months as from 2 April 2025. Gambin was also ordered to pay €2,975.91 in court expenses. Inspector Godwin Scerri prosecuted.",01/04/2025,2025-07-03 15:05:21.187753+00,20/08/2017 15:25,TRUE,Triq Sir Temi Zammit,Mġarr,2,Fatal,car,41,M
2092,Architects urge 10-year inspections after two balconies collapse in a week,"The Kamra tal-Periti has renewed its call for buildings to be inspected for structural issues every 10 years after two separate balconies collapsed last week. The first collapse happened in Qawra in the early hours of Monday morning, just two hours after the owner of a popular bar on Imrejkba Street had called last orders and closed for the night.  The balcony of the third-floor apartment fell onto the second-floor apartment’s balcony, causing both to crash down onto the bar’s terrace below. Two days later, a stone balcony in Żabbar collapsed onto the pavement below. No one was injured in either incident. The block where the Qawra collapse occurred is located next door to a construction site where 39 apartments and 33 garages are being developed. Following the collapse, the Building and Construction Authority (BCA) issued a stop works notice for the site. However, the notice was reversed soon after and works were allowed to continue. On Thursday, the BCA confirmed that after a professional assessment, it had deemed that work on the site was not responsible for the collapse of the balconies.  The architect said regular inspections were part of a wider overhaul of the regulatory processes and standards involved in the building and construction industry that the chamber had been working on. Point 10 of these proposals calls for “post-occupancy checks and audits to be undertaken as pre-determined by the Building and Construction Authority to ensure the continued compliance of the structure with building regulations”. Such checks, Pizzuto said, could also include compliance with fire safety regulations, as well as the electrical wiring and lifts of a property. “How often these checks occur, and whether they are also carried out on existing buildings is something the government would have to decide on. Ultimately, it has to weigh the cost of carrying out such inspections against the risk of further collapses,” he said, adding that disused buildings and those located near the sea should be checked even more frequently.",01/04/2025,2025-07-03 15:05:18.679446+00,27/03/2025 0:00,FALSE,,,,,,,
2087,"Maximum 2,500 cars off the road in €15m cash-for-licences plan","Government plans to offer money in exchange for motorists giving up their car licence could mean a maximum of 2,500 fewer drivers on the road this year, according to experts. The figure equates to less than one per cent of all driving licences issued in Malta, according to figures provided in parliament two years ago. Last week, Transport Minister Chris Bonett announced a slew of measures to tackle the perennial issue of traffic blighting Malta’s roads. Among the measures were plans to offer €25,000 to motorists willing to give up their car for five years and €6,000 to those opting to ride a motorcycle instead for four years. But experts Times of Malta spoke to expressed doubts in the effectiveness of the licence measures – and others floated by the ministry. Bonett told reporters that the government intended to spend between €10 and €15 million to implement all the various measures being planned, which also include new bus routes, grants for motorcycles and carpooling tax incentives. A Transport Ministry spokesperson on Tuesday stressed the €15 million budget “refers to the allocation for the measures being implemented and paid for till the end of this year”. He said, “It does not take into account additional initiatives currently under discussion where key variables still need to be finalised and costed,” adding the government was “committed towards instilling a culture change in the transport sector”. Assuming the maximum amount is allocated and that all that money is allocated to people who choose to swap cars for motorcycles, 2,500 car drivers will be taken off the road. The figure was calculated by dividing the total €15 million budget by the €6,000 cost of incentivising a driver to exchange their car for a motorbike for four years. Just 600 car drivers taken off roads Transport academic Suzanne Maas noted that if that €15 million budget is used on the €25,000 incentive for drivers, just 600 car drivers will be taken off Maltese roads. “And that’s if they allocate the entire €15 million to the licences,” she said. “If they allocate only a third of the budget, that would only be 200 drivers... Is that going to make much of a difference?” She added it was unrealistic to expect the government to spend the entire budget on licensing measures, given that other measures in the proposals will also require funding to put into practice. “The licence scheme will take so much money and have little effect... It’s so much money given to so few people,” said Maas.  He said Pembroke – one of the areas slated for a park and ride – had been earmarked for such use “for years now, but it’s been a total failure”. And he questioned whether government sites would have enough spaces to accommodate public parking. Expressing doubts on shifting services to off-peak hours, he noted that, even if rubbish was collected at night, for example, “people, especially in touristic areas, will still be walking past bags of rubbish when out for an evening walk”. ‘Drastic measures’ Meanwhile, questioning the effectiveness of measures to improve take-up of public transport, Galea asked why traffic did not appear to have reduced following transport becoming free.   Asked whether his locality would be able to free up parking spaces for motorbikes, the St Paul’s Bay mayor said there were already “many more vehicles than car parking spaces available” in the busy tourist location.   “Unless we talk about drastic measures – which no government seems willing to do – we can’t get far on this”.  Asked about which drastic measures he could be referring to, Galea suggested looking into the possibility of limiting the number of cars with one person inside entering Valletta – in a bid to encourage carpooling – and said paid parking spaces could disincentivise car use. Pedestrianised streets and banning SUVs Maas, who holds a PhD in sustainable mobility from the University of Malta, noted that while “some measures are good” she expressed doubts about those focused on creating more parking spaces, stressing such measures instead “invited car use”. The academic noted that high streets only open to buses and pedestrians were “very common abroad” and said consumers were less likely to frequent areas with more cars, noting that removing cars from some areas could increase commercial high street activity. Maas – a Friends of the Earth Malta campaign organiser – said the government should consider limiting the number of cars per household and “definitely” limit the number of cars nationwide. She also called for a ban on large vehicles such as SUVs. “Restrictions are definitely needed,” said Maas.",02/04/2025,2025-07-03 15:05:17.464297+00,01/04/2025 0:00,FALSE,,,,,,,
2028,Here are the 10 Maltese roads where you’re most likely to get a fine from TM,"The road from the Valletta World War II monument to Castille is the street that saw the most traffic fines being issued by Transport Malta in the first quarter of last year. The list does not include traffic fines issued by police and LESA. Data provided to parliament by Transport Minister Chris Bonett shows that 102 contraventions were given out on Triq Girolamo Cassar in January, February, and March, 2024. The 100 infringements issued on a street in the Corradino Industrial Estate, It-Telgħa ta’ Ras Ħanżir, made it the second street where most tickets were issued.  Ninety-one tickets were handed out at the airport, the data shows. Bonett was answering a parliamentary question put forward by PN MP Jerome Caruana Cilia, who asked for the 10 roads in Malta where the most citations were issued during the first three months of 2024. A spokesperson for the ministry clarified the data presented reflects fines issued solely by Transport Malta. Also featuring in the list is Triq Giuseppe Garibaldi – Marsa (79), Triq il-Mitjar – Luqa (73), Triq San Pawl – Valletta (62), Coast Road – Naxxar (56), Ħemsija – Rabat (51), Triq Elija Zammit – St Julian’s (46), Triq il-Buqana – Rabat (43).",03/04/2025,2025-07-03 15:05:01.35098+00,03/04/2025 0:00,FALSE,,,,,,,
2022,PN slams lack of detail in traffic-relief plans,"Updated 8.30pm with PL response The Nationalist Party has criticised the government for failing to divulge the exact goals of its proposed measures to tackle Malta’s traffic woes.  Last week, Transport Minister Chris Bonnet unveiled a series of incentives designed to reduce the number of cars on the country’s roads.   These include an offer of €25,000 to drivers willing to give up their car and licence for five years, a proposal to pay 17-year-olds €1,500 a year for four years to ride scooters instead of driving cars, as well as shifting road services such as rubbish collection to off-peak hours.   At a press conference in Msida on Thursday afternoon, shadow minister for transport Mark Anthony Sammut said the least he expected from the government was for it to share its targets.  “For example, how many cars it wants to be removed from the roads, how many youths will put off getting a licence, or how many people will swap their cars for bikes,” Sammut said.  Experts who spoke to Times of Malta said the cash incentive of €25,000 would only result in a maximum of 2,500 fewer drivers – or less than one per cent of all drivers in the country - on the road this year.   Sammut said the government was approaching the problem from the wrong direction.  “Before trying to get people to give up their cars, the government has to ensure there are alternative means of transport. We still don’t have a plan for a mass-transit system. Before the election the government spent €2 million promoting a metro, and now says it isn’t a priority,” he said.  Turning to two-wheeled transport methods such as cycling, Sammut said that the necessary infrastructure had to be in place before commuters were encouraged to make the switch.  “Instead, the transport minister says, ‘We’ll see depending on how many people take up the incentives’,” he said, adding that people’s biggest worry was the lack of safety on the roads.  Sammut insisted that the Opposition agreed with several of the government’s proposals because it had proposed them itself years ago, namely rubbish collection outside of peak hours, the plan to add a cargo-only shipping route between Malta and Gozo, as well as national strategies on walking and cycling.  “On the other hand, we disagree with increasing Transport Malta’s budget by an exorbitant amount. People are not being hired and promoted because they are competent and experienced, but because they are die-hard Labour supporters or people suggested by the minister or Castille,” he said.   Sammut said that if the government wanted to tackle traffic, it needed to shift the country’s economic model away from the importation of foreign labour.  Fellow PN MP David Agius said he was late to the start of the press conference because he himself got stuck in traffic following a collision in Marsa.  He called on the government to reverse its plan to increase the number of years after which a car is deemed to be classic from 30 to 35 years.  “Not only will this increase the number of cars on the roads, since vintage cars can only be driven a maximum of 3,000 kilometres a year, but also because we believe this hobby should be supported,” he said.  Consultation - PL In a statement issued Thursday evening, the Labour Party pointed out before the measures were launched consultation was held about the proposals with experts, social partners and the public.  The PL accused the PN of not wantintg transport to be addressed in Malta, adding that the opposition's mass transport option could take ""decades"" to implement. ""The current needs are of no interest for them,"" the Labour Party said.",03/04/2025,2025-07-03 15:04:59.468533+00,03/04/2025 0:00,FALSE,,,,,,,
2040,Bonett reverses decision to raise age requirement for vintage cars,"Updated 9.30pm Chris Bonett has reversed his decision to raise the age requirement for cars to be considered 'vintage'. Speaking in a Times Talk episode that will be released next week, the Transport Minister said that after consulting with classic car enthusiasts he realised he ""may have jumped the gun"" when he announced the measure. ""I admit we were a bit hasty with that measure. I don't mind admitting that, and I don't think it's a sign of weakness to admit a mistake. Rather, it shows you're serious,"" he said. ""I still agree with the measure but I may have jumped the gun when I announced it. We want to protect the hobby of vintage cars while making sure nobody abuses the system."" Currently, cars that are older than 30 years are exempted from annual licence fees and must only pay an annual €8 administrative fee, provided the vehicle does not exceed 3,000 kilometres per year. Vintage vehicles are marked on Maltese roads with a black number plate. But the authorities observed that some drivers were passing off their old cars as 'vintage', managing to pay very low licence fees for a car they use every day and which is not a classic car at all. Moreover, 'hundreds' of old, second-hand vehicles are being imported every year and registered as vintage cars but used as ordinary cars for every day transportation by abusing the loophole in the system. Last week, as part of a raft of measures aimed at tackling Malta's chronic traffic congestion, Bonett announced the government would curb vintage car abuse by introducing a measure that stipulates that vehicles must be 35 years old to qualify for a black number plate and that they will be subject to inspections. But during the filming of Times Talk on Thursday, Bonett told Times of Malta he will amend that measure and that he takes full responsibility for the oversight. ""We're not after people's hobbies,"" he said. ""We only need to make sure that the fees for classic car enthusiasts are not abused by people who want to keep their junk cars on the road."" Later on Thursday the Minister said on Facebook that there was an agreement on the decision following a meeting with the Maltese Vintage Vehicle Federation.  ""The purpose of the meeting was to understand where we want to go as a Government, to remove from our roads ordinary cars that are being used under the guise of being 'vintage' and abusing the system, while protecting those who invest in truly classic cars,"" he wrote. ""We agreed on everything, and in the coming weeks, after the necessary legal work is done, we will announce how the reform, which everyone agrees we need, will work. ""What I can anticipate from now is that we are satisfied that we can achieve our goal without raising the car age requirement from 30 to 35 years. In fact, we will introduce measures that will strengthen this hobby."" Unplanned measures - PN One hour after the Nationalist Party held a press conference in Msida on Thursday criticising the government's proposals, transport minister Chris Bonett admitted he had changed his mind about the vintage car scheme, the Opposition said. In a statement, the PN said this ""further confirmed just how Saturday's anouncement was unplanned and without consultation."" ""Bonett reversed this measure following the pressure made by the Opposition in the last days in parliament and outside,"" the PN said.",03/04/2025,2025-07-03 15:05:04.648591+00,03/04/2025 0:00,FALSE,,,,,,,
1989,Motorcyclist injured in Attard crash,"A motorcyclist was seriously injured when his Kawasaki was involved in a collision with a car in Attard on Sunday. The accident happened at 8.30am in Triq Zafran. The 31-year-old from Birkirkara was given first aid by an ambulance crew before being taken to hospital.   The car, a Toyota Passo, was being driven by a 19-year-old woman from Birkirkara, who was unhurt.   The police are investigating.",06/04/2025,2025-07-03 15:04:51.303053+00,06/04/2025 8:30,TRUE,Triq Zafran,Attard,1,Serious,Motorbike,31,M
1989,Motorcyclist injured in Attard crash,"A motorcyclist was seriously injured when his Kawasaki was involved in a collision with a car in Attard on Sunday. The accident happened at 8.30am in Triq Zafran. The 31-year-old from Birkirkara was given first aid by an ambulance crew before being taken to hospital.   The car, a Toyota Passo, was being driven by a 19-year-old woman from Birkirkara, who was unhurt.   The police are investigating.",06/04/2025,2025-07-03 15:04:51.303053+00,06/04/2025 8:30,TRUE,Triq Zafran,Attard,0,not injured,Car,19,F
1967,Motorcyclist injured in second Sunday accident,"A motorcyclist was injured late on Sunday in a collision with a car, the second such incident of the day. The accident happened at 8.45pm in Triq Buqana, the road below Rabat, and involved a Kia Avella car driven by a 25-year-old man from Santa Luċija and a Kymco Agility motorcycle driven by a 41-year-old man from  Birkirkara. The motorcyclist was seriously injured and is receiving hospital treatment, the police said. The earlier accident took place at 8.30am in Triq Zufran, Attard and also involved a collision between a car and a motorcycle.",07/04/2025,2025-07-03 15:04:45.71008+00,06/04/2025 20:45,TRUE,Triq Buqana,Rabat,0,not injured,Car,25,M
1967,Motorcyclist injured in second Sunday accident,"A motorcyclist was injured late on Sunday in a collision with a car, the second such incident of the day. The accident happened at 8.45pm in Triq Buqana, the road below Rabat, and involved a Kia Avella car driven by a 25-year-old man from Santa Luċija and a Kymco Agility motorcycle driven by a 41-year-old man from  Birkirkara. The motorcyclist was seriously injured and is receiving hospital treatment, the police said. The earlier accident took place at 8.30am in Triq Zufran, Attard and also involved a collision between a car and a motorcycle.",07/04/2025,2025-07-03 15:04:45.71008+00,06/04/2025 20:45,TRUE,Triq Buqana,Rabat,1,Serious,Motorbike,41,M
1882,"Man, 53, seriously injured during restoration works in Pietà building","A 53-year-old man was seriously injured on Friday while carrying out restoration work in a Pietà building. The police said the Moroccan national from St Paul's Bay was injured at around 1pm. The accident was reported in a building on Triq San Luqa in Pietà. He was rushed to Mater Dei Hospital, were it transpired he had suffered serious injuries. Investigations by the police and the Occupational Health and Safety Authority are ongoing.",11/04/2025,2025-07-03 15:04:24.247461+00,11/04/2025 13:00,FALSE,,,,,,,
1856,"Six people, including tourists, hospitalised following crash on Coast Road","Updated Monday 8.55am Six people were hospitalised - one with serious injuries - following a crash involving a double-decker bus on the Coast Road. The police told Times of Malta that an accident involving two vehicles - a Volvo 37 bus and a Jaguar XF - was reported at 3.15pm. The bus was being driven by a 39-year-old man - a Kenyan national from Żurrieq. He was rushed to Mater Dei hospital together with three passengers, one of whom is 79 years old. All four suffered slight injuries.  An 81-year-old man from Żebbuġ was driving the Jaguar. In the car with him, there was an 80-year-old woman from Żebbuġ.  Both of them were rushed to hospital, where the female passenger was certified as having suffered serious injuries. The male driver suffered slight injuries. A magisterial inquiry and police investigations are ongoing.",13/04/2025,2025-07-03 15:04:17.672589+00,13/04/2025 15:15,TRUE,Coast Road,Naxxar,4,Slight,Bus,39,M
1856,"Six people, including tourists, hospitalised following crash on Coast Road","Updated Monday 8.55am Six people were hospitalised - one with serious injuries - following a crash involving a double-decker bus on the Coast Road. The police told Times of Malta that an accident involving two vehicles - a Volvo 37 bus and a Jaguar XF - was reported at 3.15pm. The bus was being driven by a 39-year-old man - a Kenyan national from Żurrieq. He was rushed to Mater Dei hospital together with three passengers, one of whom is 79 years old. All four suffered slight injuries.  An 81-year-old man from Żebbuġ was driving the Jaguar. In the car with him, there was an 80-year-old woman from Żebbuġ.  Both of them were rushed to hospital, where the female passenger was certified as having suffered serious injuries. The male driver suffered slight injuries. A magisterial inquiry and police investigations are ongoing.",13/04/2025,2025-07-03 15:04:17.672589+00,13/04/2025 15:15,TRUE,Coast Road,Naxxar,2,Serious,Car,81,M
1860,Man grievously injured in Birżebbuġa crash,A 41-year-old driver from Gudja was grievously injured late on Sunday afternoon in a crash in Birżebbuġa. The police said the accident was reported on Triq Birżebbuġa at 5.45pm. It involved two cars - a Smart driven by the man and a Toyota Passo driven by a 36-year-old woman from Żabbar. Police investigations are ongoing.,14/04/2025,2025-07-03 15:04:18.718703+00,13/04/2025 17:45,TRUE,Triq Birżebbuġa,Birżebbuġa,1,Grievious,Car,41,M
1860,Man grievously injured in Birżebbuġa crash,A 41-year-old driver from Gudja was grievously injured late on Sunday afternoon in a crash in Birżebbuġa. The police said the accident was reported on Triq Birżebbuġa at 5.45pm. It involved two cars - a Smart driven by the man and a Toyota Passo driven by a 36-year-old woman from Żabbar. Police investigations are ongoing.,14/04/2025,2025-07-03 15:04:18.718703+00,13/04/2025 17:45,TRUE,Triq Birżebbuġa,Birżebbuġa,0,Unknown,Car,36,F
1822,Scaffolding collapse at Msida Creek Project leaves worker injured,"A 33-year-old man was taken to hospital after a scaffolding collapse as works are undergoing on the Msida Creek Project.  A police spokesperson said the accident happened at around 11am on Tuesday, when scaffolding on Triq Mikiel Anton Vassalli (Regional Road) collapsed. The construction worker, a 33-year-old Luqa resident was taken to Mater Dei Hospital.  In a statement, Infrastructure Malta said the worker sustained ""minor"" injuries and is responsive.  The three-year infrastructure project, which aims to ease traffic on one of the country's busiest roads, got underway in November last year.  Works so far have included concrete piling and sheet piles to delineate and create the opening of a water canal. Some of the concrete piles and columns for the flyover are also in place. The flyover will take traffic from Msida to Tal-Qroqq.",15/04/2025,2025-07-03 15:04:08.695164+00,15/04/2025 11:00,FALSE,,,,,,,
1814,Coming soon: Chris Bonett answers your questions about the new traffic measures,"The traffic plan Chris Bonett rolled out last month got everyone talking, which is why Times Talk sat down with him this week to clear the air on who will be eligible for the more controversial grants and to ask him to what extent the plan will sort out the traffic jam situation in the longer run. What if people take up the €25,000 offer, give up their car and then take a cab everywhere? Wouldn't that mean no cars were effectively taken off the roads?  And what if most people who take up that offer are elderly who were about to stop driving soon anyway, or people who seldom use their car, or drive only in their neighbourhood or village? These people are not causing the traffic problem, so they will hardly solve congestions by giving up their licence and taking the hefty grant. And is he comfortable asking young people to switch to motorcycles instead of cars? Would he want his own children riding motorbikes on roads often that are often dangerous? In the podcast, which will be released on Wednesday, Bonett acknowledged he will likely not solve the traffic problems but vowed to bring about a culture shift in the way people travel. He said that while immediate solutions are hard to come by, these are only short-term measures to tackle Malta's traffic woes, and a broader, mass transportation system is needed in the long term. Bonett said he would like people to rethink their relationship with cars, and fincnacial incentives are one way he wants to get there. “Even if one person takes up a scheme that would already be an improvement,” he said. He said he is ready to consider other options but remains firm on not introducing measures that discourage people from using their cars. “Every time the government tried to force people to do something, it didn’t work,"" he said. ""We must get people on board."" The full Times Talk podcast with that interview will be released on Times of Malta, YouTube, Spotify, Apple Podcasts, and social media on Wednesday.",15/04/2025,2025-07-03 15:04:06.217979+00,09/04/2025 0:00,FALSE,,,,,,,
1808,Motorcyclist grievously injured in three-vehicle collision in Marsa,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,15/04/2025,2025-07-03 15:04:04.384015+00,15/04/2025 8:50,TRUE,Triq Aldo Moro,Marsa,1,Grievious,Motorbike,36,M
1808,Motorcyclist grievously injured in three-vehicle collision in Marsa,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,15/04/2025,2025-07-03 15:04:04.384015+00,15/04/2025 8:50,TRUE,Triq Aldo Moro,Marsa,0,not injured,Car,53,M
1808,Motorcyclist grievously injured in three-vehicle collision in Marsa,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,15/04/2025,2025-07-03 15:04:04.384015+00,15/04/2025 8:50,TRUE,Triq Aldo Moro,Marsa,0,not injured,Van,52,M
1776,Elderly motorcyclist grievously injured in Żejtun collision,"A 79-year old man from Żejtun was grievously injured on Thursday morning when the Honda motorbike he was driving was involved in a collision with a car, the police said. The accident happened at 9.30am on Triq Tal-Barrani in Żejtun. The motorbike was involved in a collision with a Mazda Demio driven by a 46-year-old man, also from Żejtun. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. The police are investigating.",17/04/2025,2025-07-03 15:03:54.811524+00,17/04/2025 9:30,TRUE,Triq Tal-Barrani,Żejtun,1,Grievious,Motorbike,79,M
1776,Elderly motorcyclist grievously injured in Żejtun collision,"A 79-year old man from Żejtun was grievously injured on Thursday morning when the Honda motorbike he was driving was involved in a collision with a car, the police said. The accident happened at 9.30am on Triq Tal-Barrani in Żejtun. The motorbike was involved in a collision with a Mazda Demio driven by a 46-year-old man, also from Żejtun. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. The police are investigating.",17/04/2025,2025-07-03 15:03:54.811524+00,17/04/2025 9:30,TRUE,Triq Tal-Barrani,Żejtun,0,not injured,Car,46,M
1769,80-year old pedestrian seriously injured in car accident,"An 80-year old man was seriously injured after he was run over by a car in Luqa on Thursday afternoon. Police reported that the man from Santa Lucija was hit by a Nissan NV 200 which was being driven by a 22-year old man from Għaxaq. The accident happened at 1pm in Triq Ħal Luqa, Luqa. The 80-year old pedestrian was treated on site and then taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.",17/04/2025,2025-07-03 15:03:52.916122+00,17/04/2025 13:00,TRUE,Triq Ħal Luqa,Luqa,0,not injured,Car,22,M
1769,80-year old pedestrian seriously injured in car accident,"An 80-year old man was seriously injured after he was run over by a car in Luqa on Thursday afternoon. Police reported that the man from Santa Lucija was hit by a Nissan NV 200 which was being driven by a 22-year old man from Għaxaq. The accident happened at 1pm in Triq Ħal Luqa, Luqa. The 80-year old pedestrian was treated on site and then taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.",17/04/2025,2025-07-03 15:03:52.916122+00,17/04/2025 13:00,TRUE,Triq Ħal Luqa,Luqa,1,Grievious,Pedestrian,80,M
1745,Transport Malta official assisting charity marathon seriously injured in crash,"Updated 9.45am Godfrey Camilleri, a Transport Malta official, was seriously injured in a crash at 2am on Friday in Mosta. TM, which named the injured  46-year-old, said Camilleri was helping out with  coordination of the annual Puttinu Cares marathon.   The agency added it was in touch with his family to provide any necessary support.",18/04/2025,2025-07-03 15:03:46.482626+00,18/04/2025 2:00,TRUE,Triq iz Zejfa,Mosta,1,Serious,Motorbike,46,M
1718,Motorcyclist left with serious injuries after collision with car,"A 72-year-old motorcyclist was left with serious injuries Friday after being involved in a collision with a car in St Paul’s Bay. The accident took place on Burmarrad Street at around 1.30pm, when a Mazda Demio driven by a 31-year-old Czech woman from Mosta and the Piaggio motorcycle driven by the man, a Birkirkara resident, collided.  The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.",18/04/2025,2025-07-03 15:03:38.926096+00,18/04/2025 13:30,TRUE,Burmarrad Street,St Paul's Bay,0,not injured,Car,31,F
1718,Motorcyclist left with serious injuries after collision with car,"A 72-year-old motorcyclist was left with serious injuries Friday after being involved in a collision with a car in St Paul’s Bay. The accident took place on Burmarrad Street at around 1.30pm, when a Mazda Demio driven by a 31-year-old Czech woman from Mosta and the Piaggio motorcycle driven by the man, a Birkirkara resident, collided.  The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.",18/04/2025,2025-07-03 15:03:38.926096+00,18/04/2025 13:30,TRUE,Burmarrad Street,St Paul's Bay,1,Serious,Motorbike,72,M
