,is_accident,accident_datetime,street,city,number_injured,accident_severity,drivers,id_column,input_text,accidents
34,True,2025-06-19 22:00,Triq L-Imdina,Ħaż-Żebbuġ,2.0,Fatal,"[{'vehicle_type': 'Renault Captur', 'vehicle_damage_severity': 'none', 'driver_age': 57, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Honda Civic', 'vehicle_damage_severity': 'none', 'driver_age': 32, 'driver_gender': 'M', 'is_victim': True}]",35,"Title: Fatal accident in Żebbuġ
Content: On Thursday 19th June, at around ten in the evening (2200 hrs), the Police were informed of a traffic accident in Triq L-Imdina, Ħaż-Żebbuġ.Initial investigations showed that a collision occurred between a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic driven by a 32-year-old man from Luqa. A 28-year-old woman, a resident of Attard, was a passenger in the Honda.They were assisted by a medical team and members of the Civil Protection Department.All persons were taken to Mater Dei Hospital by ambulance. Shortly afterwards, the 32-year-old man was certified dead.The other man and the woman sustained grievous injuries.Magistrate Dr Antoine Agius Bonnici LL. D was informed of the case and appointed an inquiry.Police investigations are ongoing.
Publish Date: 2025-06-22",
35,True,2025-09-16 19:30,Triq San Pawl,St Paul's Bay,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 44, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 44, 'driver_gender': 'F', 'is_victim': True}]",36,"Title: Motorcycle accident in St Paul&#8217;s Bay
Content: A 44-year-old Japanese woman who resides in Birkirkara, at around 1930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, St Paul’s Bay.Preliminary investigations showed that a 44-year-old German man who lives in St Julian’s was driving a Voge 300Rally motorcycle, lost control and fell. The woman was a pillion rider on the motorcycle.They were assisted by a medical team, and the woman was taken to hospital by ambulance where she was certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-09-16",
36,True,2025-04-01 09:00,Triq San Pawl,Naxxar,1.0,Serious,"[{'vehicle_type': 'Smart', 'vehicle_damage_severity': 'none', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': False}]",37,"Title: Woman grievously injured in traffic accident
Content: An 87-year-old woman who lives in Naxxar, at around 0900hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, Naxxar.Preliminary investigations showed that the victim was hit by a Smart, which was being driven by a30-year-old man residing in Fgura.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-04-01",
37,True,2025-08-18 16:00,Luqa Road,Paola,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 29, 'driver_gender': 'M', 'is_victim': False}]",38,"Title: Man grievously injured in traffic accident
Content: A 75-year-old man who lives in Zabbar, at around 1600hrs of yesterday afternoon, was taken to Mater Dei Hospital because he was injured in a traffic accident in Luqa Road, Paola.Preliminary investigations showed that the man was hit by a Nissan March, which was being driven by a 29-year-old man residing in Santa Lucija.The elderly man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-19",
38,True,2025-09-24 08:00,Triq Marsalforn,Żebbuġ,1.0,Serious,"[{'vehicle_type': 'Toyota Corolla', 'vehicle_damage_severity': 'Major', 'driver_age': 82, 'driver_gender': 'M', 'is_victim': False}]",39,"Title: Gozo traffic accident
Content: Today, at around 0800 hrs, the Police were informed of a traffic accident in Triq Marsalforn, Żebbuġ, Gozo.From initial investigations, it showed that an 82-year-old man from Ħaż-Żabbar lost control of the Toyota Corolla he was driving and crashed into a wall. An 81-year-old woman from Santa Venera was also in the vehicle.The woman was assisted by a medical team on site and taken to Gozo General Hospital by an ambulance, where she was certified to have sustained grievous injuries.The Police are carrying out investigations.
Publish Date: 2025-09-24",
39,True,2025-01-23 20:15,Mikiel Anton Vassalli Street,Msida,0.0,Fatal,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 36, 'driver_gender': 'M', 'is_victim': True}]",40,"Title: Fatal motorcycle accident
Content: A 36-year-old Italian man, residing in Birkirkara, lost his life late last night in a traffic accident in Msida.The accident happened at around 2015hrs in Mikiel Anton Vassalli Street.From initial investigations it appears that the man was riding a Honda motorcycle and while he was in the tunnel, he lost control, crashed into the wall and fell.The victim was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Philip Galea Farrugia LL. D was informed of the case and appointed an inquiry.Police investigations are still ongoing.
Publish Date: 2025-01-24",
40,True,2025-02-15 00:00,Valley Road,Iklin,1.0,Serious,"[{'vehicle_type': 'Toyota Passo', 'vehicle_damage_severity': 'none', 'driver_age': 42, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Keeway motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 39, 'driver_gender': 'M', 'is_victim': True}]",41,"Title: Traffic accident in Iklin
Content: Today, at around midnight (0000 hrs), the Police were informed of a traffic accident in Valley Road, Iklin.From preliminary investigations it resulted that a collision occurred between a Toyota Passo driven by a 42-year-old woman from St Paul’s Bay and a Keeway motorcycle driven by a 39-year-old man from Lija.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.
Publish Date: 2025-02-15",
41,True,2025-02-19 18:00,Triq Ħompesch,Fgura,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 32, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 45, 'driver_gender': 'M', 'is_victim': True}]",42,"Title: Car-motorcycle collision
Content: Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq Ħompesch, Fgura.Preliminary investigations showed that a collision occurred between a Chevrolet Aveo that was being driven by a 32-year-old Albanian man from Fgura and a Kawazaki ZR750 motorcycle that was being driven by a 45-year-old Italian man from Marsascala.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.
Publish Date: 2025-02-20",
42,True,2025-02-09 09:45,Triq Sant’Antnin,Marsascala,1.0,Serious,"[{'vehicle_type': 'Mazda Demio', 'vehicle_damage_severity': 'none', 'driver_age': 54, 'driver_gender': 'F', 'is_victim': False}]",43,"Title: Woman grievously injured in traffic accident
Content: A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-02-09",
43,True,2025-07-26 01:00,Triq Sant’Andrija,Pembroke,0.0,Fatal,"[{'vehicle_type': 'BMW 1 series', 'vehicle_damage_severity': 'none', 'driver_age': 22, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Honda motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 27, 'driver_gender': 'M', 'is_victim': True}]",44,"Title: Fatal motorcycle accident
Content: A 27-year-old man who lives in Paola, lost his life early this morning in a traffic accident in Pembroke.The accident happened at around 0100hrs) in Triq Sant’Andrija.Preliminary investigations showed that a collision occurred between a BMW 1 series driven by a 22-year-old man residing in St Paul’s Bay and a Honda motorcycle driven by the victim.The motorcyclist was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.
Publish Date: 2025-07-26",
44,True,2025-07-01 21:15,Triq Borġ Għarib,Għajnsielem,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 22, 'driver_gender': 'none', 'is_victim': True}]",45,"Title: Gozo traffic accident
Content: Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Triq Borġ Għarib, Għajnsielem.Preliminary investigations showed that a 22-year-old Albanian, a resident of Żebbuġ, Gozo, lost control of his Renault Megane and crashed into a wall.A medical team was called on site and an ambulance took the driver to Gozo General Hospital where he was certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-07-02",
45,True,2024-12-23 10:30,Triq Mikiel Anton Vassalli,St Julian’s,1.0,Serious,"[{'vehicle_type': 'Otokar Vectio bus', 'vehicle_damage_severity': 'none', 'driver_age': 37, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Ford Tourneo Courier van', 'vehicle_damage_severity': 'none', 'driver_age': 39, 'driver_gender': 'F', 'is_victim': False}]",46,"Title: Collision between a bus and a van in St Julian&#8217;s
Content: This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.
Publish Date: 2024-12-23",
46,True,,,,,,,47,"Title: Persons injured in separate traffic accidents
Content: Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-02-01","[{'accident_datetime': '2025-02-01 05:00', 'street': 'Hal Farrug Road', 'city': 'Luqa', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Car', 'vehicle_damage_severity': 'Major', 'driver_age': 34, 'driver_gender': 'M', 'is_victim': True}]}, {'accident_datetime': '2025-02-01 12:45', 'street': 'D’ Argens Street', 'city': 'Gzira', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 59, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Car', 'vehicle_damage_severity': 'Minor', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': False}]}]"
47,True,2025-02-17 12:45,Giorgio Borg Olivier Street,Victoria,1.0,Serious,"[{'vehicle_type': 'Kia Ceed', 'vehicle_damage_severity': 'Major', 'driver_age': 21, 'driver_gender': 'M', 'is_victim': True}]",48,"Title: Traffic accident in Gozo
Content: Today, at around 1245hrs, the Police were informed of a traffic accident in Giorgio Borg Olivier Street, Victoria, Gozo.The Police went immediately on site and preliminary investigations showed that a Kia Ceed driven by a 21-year-old man residing in Qala, Gozo, overturned after crashing into a wall.A medical team and Civil Protection personnel were called on site to assist, and an ambulance took the man to Gozo General Hospital for treatment. He was later certified with serious injuries.Magistrate Dr Simone Grech LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.
Publish Date: 2025-02-17",
48,True,2025-04-13 15:15,Coast Road,Naxxar,6.0,Serious,"[{'vehicle_type': 'Jaguar XF', 'vehicle_damage_severity': 'none', 'driver_age': 81, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Volvo double decker', 'vehicle_damage_severity': 'none', 'driver_age': 39, 'driver_gender': 'none', 'is_victim': True}]",49,"Title: Traffic accident in Naxxar
Content: Update:Bothdrivers and the double decker passengers were certified with slight injuries.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Today, at around 1515 hrs, the Police were informed of a traffic accident along the Coast Road in Naxxar.Preliminary investigations by the District Police found that a collision occurred between a Volvo double decker and a Jaguar XF. The Jaguar was being driven by an 81-year-old man from Zebbug who was accompanied by an 80-year-old woman, also from Zebbug. The double decker was being driven by a 39-year-old Kenyan national who lives in Zurrieq and was carrying a number of passengers.A medical team and Civil Protection personnel were called to the scene to assist. Ambulances took the two drivers, the elderly woman as well as three women who were on the double decker, to Mater Dei Hospital for treatment.Later, the 80-year-old woman was certified as suffering from grievous injuries while the conditions of the other persons are still pending.Magistrate Antione Agius Bonnici LL.D was informed and appointed an inquiry while Police investigations are ongoing.
Publish Date: 2025-04-13",
49,True,2025-01-16 10:15,Triq il-Fortizza tal-Mosta,Naxxar,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 45, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 34, 'driver_gender': 'M', 'is_victim': True}]",50,"Title: Naxxar traffic accident
Content: Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-01-16",
50,True,2025-06-04 21:15,Kennedy Drive,St Paul’s Bay,1.0,Serious,"[{'vehicle_type': 'Peugeot Tweet motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 21, 'driver_gender': 'M', 'is_victim': True}]",51,"Title: Man injured in traffic accident
Content: Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paul’s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paul’s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-06-05",
51,True,2025-10-06 09:30,Triq il-Kappella Ta’ Xagħra,Naxxar,1.0,Serious,"[{'vehicle_type': 'Hyundai Excel', 'vehicle_damage_severity': 'none', 'driver_age': 84, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'none', 'vehicle_damage_severity': 'none', 'driver_age': 84, 'driver_gender': 'F', 'is_victim': True}]",52,"Title: Woman grievously injured in a traffic accident
Content: An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Ta’ Xagħra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.
Publish Date: 2025-10-06",
52,True,2025-08-10 19:00,Mosta Road,Mġarr,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 33, 'driver_gender': 'M', 'is_victim': True}]",53,"Title: Motorcycle accident in Mgarr
Content: A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-11",
53,True,2025-01-25 14:30,Coast Road,Naxxar,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 46, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Car', 'vehicle_damage_severity': 'Minor', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': False}]",54,"Title: Man grievously injured in traffic accident
Content: Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.
Publish Date: 2025-01-26",
54,True,,,,,,,55,"Title: 3 persons injured in separate traffic accidents
Content: Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-07","[{'accident_datetime': '2025-08-06 11:30', 'street': 'Salina Street', 'city': 'Naxxar', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 48, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Car', 'vehicle_damage_severity': 'Minor', 'driver_age': 60, 'driver_gender': 'M', 'is_victim': False}]}, {'accident_datetime': '2025-08-06 12:30', 'street': 'Cospicua Road', 'city': 'Zabbar', 'number_injured': 2, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Van', 'vehicle_damage_severity': 'Minor', 'driver_age': 23, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 45, 'driver_gender': 'M', 'is_victim': True}]}]"
55,True,2024-12-27 12:00,Triq il-Ħotba,Żejtun,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 62, 'driver_gender': 'F', 'is_victim': True}, {'vehicle_type': 'Truck', 'vehicle_damage_severity': 'none', 'driver_age': 25, 'driver_gender': 'M', 'is_victim': False}]",56,"Title: Motorcycle-truck collision in Żejtun
Content: Today, at around noon, the Police were informed of a traffic accident in Triq il-Ħotba, Żejtun.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 62-year-old woman residing in Ħamrun and an Isuzu truck driven by a 25-year-old Indian man residing in Luqa.The woman was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where she was certified to have sustained grievous injuries.Police investigations are still ongoing.
Publish Date: 2024-12-27",
56,True,2025-08-17 16:00,Coast Road,Naxxar,1.0,Serious,"[{'vehicle_type': 'Toyota Aygo', 'vehicle_damage_severity': 'none', 'driver_age': 44, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'CF Moto motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 53, 'driver_gender': 'M', 'is_victim': True}]",57,"Title: Motorcyclist seriously injured
Content: Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.
Publish Date: 2025-08-18",
57,True,2025-09-16 12:15,Republic Street,Victoria,1.0,Serious,"[{'vehicle_type': 'Mazda 2', 'vehicle_damage_severity': 'none', 'driver_age': 64, 'driver_gender': 'F', 'is_victim': False}]",58,"Title: Woman grievously injured in traffic accident
Content: A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.
Publish Date: 2025-09-16",
58,True,2024-12-25 15:30,Mikiel Anton Vassalli Street,St Julian's,1.0,Serious,"[{'vehicle_type': 'car', 'vehicle_damage_severity': 'Major', 'driver_age': 28, 'driver_gender': 'M', 'is_victim': False}]",59,"Title: Traffic accident in St Julian&#8217;s
Content: Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.
Publish Date: 2024-12-26",
59,True,2025-05-27 12:30,St Paul’s Bay Bypass,St Paul’s Bay,0.0,Fatal,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 35, 'driver_gender': 'M', 'is_victim': True}]",60,"Title: Fatal motorcycle accident
Content: A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paul’s Bay.The accident happened at around 1230hrs in St Paul’s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.
Publish Date: 2025-05-27",
60,True,2025-04-18 02:00,Triq iż-Żejfa,Mosta,1.0,Serious,"[{'vehicle_type': 'BMW motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 46, 'driver_gender': 'none', 'is_victim': True}, {'vehicle_type': 'Peugeot 206', 'vehicle_damage_severity': 'none', 'driver_age': 54, 'driver_gender': 'M', 'is_victim': False}]",61,"Title: Traffic accident in Mosta
Content: A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iż-Żejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.
Publish Date: 2025-04-18",
61,True,2025-05-24 07:15,Aldo Moro Street,Marsa,1.0,Serious,"[{'vehicle_type': 'Toyota Aygo', 'vehicle_damage_severity': 'none', 'driver_age': 65, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Yamaha GPD125-A motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 37, 'driver_gender': 'M', 'is_victim': True}]",62,"Title: Car-motorcycle collision in Marsa
Content: Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ġwann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paul’s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-05-24",
62,True,2024-12-19 08:15,Triq il-Kannizzata,Balzan,1.0,Serious,"[{'vehicle_type': 'Mazda Demio', 'vehicle_damage_severity': 'none', 'driver_age': 23, 'driver_gender': 'F', 'is_victim': False}]",63,"Title: Woman grievously injured in traffic accident
Content: A 44-year-old woman who lives in Balzan, at around 0815hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Kannizzata, Balzan.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 23-year-old woman residing in Attard.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2024-12-19",
63,True,2025-03-28 10:45,Tal-Balal Road,San Gwann,1.0,Serious,"[{'vehicle_type': 'Bicycle', 'vehicle_damage_severity': 'none', 'driver_age': 33, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'DAF truck', 'vehicle_damage_severity': 'none', 'driver_age': 32, 'driver_gender': 'M', 'is_victim': False}]",64,"Title: Cyclist grievously injured in San Gwann accident
Content: Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-03-28",
64,True,2025-07-09 18:30,Mikiel Anton Vassalli Street,Msida,1.0,Serious,"[{'vehicle_type': 'Smart', 'vehicle_damage_severity': 'none', 'driver_age': 40, 'driver_gender': 'none', 'is_victim': False}, {'vehicle_type': 'Honda WW125 motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 45, 'driver_gender': 'none', 'is_victim': True}]",65,"Title: Traffic collision
Content: Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.
Publish Date: 2025-07-10",
65,True,2025-09-25 14:15,Republic Street,Victoria,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 58, 'driver_gender': 'M', 'is_victim': False}]",66,"Title: Man grievously injured in traffic accident
Content: A 70-year-old man residing in St Julian’s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.
Publish Date: 2025-09-25",
66,True,2025-08-04 07:45,Triq ix-Xatt Ta’ Xbiex,Ta’ Xbiex,1.0,Serious,"[{'vehicle_type': 'Toyota IQ', 'vehicle_damage_severity': 'none', 'driver_age': 52, 'driver_gender': 'M', 'is_victim': False}]",67,"Title: Man grievously injured in traffic accident
Content: A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-04",
