id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
article_1227.0,Motorcyclist grievously injured in Santa Venera crash,A motorcyclist was grievously injured in a traffic accident on Regional Road in Santa Venera late on Wednesday afternoon. The police said in a statement that the 22-year-old woman from Rabat was driving a Honda motorcycle. The other vehicle involved in the crash - a Toyota Vitz - was being driven by a 19-year-old woman from Å»urrieq. The crash was reported at 5.45pm. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.,15/05/2025,2025-05-14 17:45:00,regional road,santa venera,Unknown,22,F,1,Motorbike,not injured,19,F,0,Car,,,,,,,,,,,20250514,not injured,1,santa venera,regional road,afternoon,True,False,False,False,False,False,False,True,False,False,False,0,2,0,0,0,False,True,False,0,2,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.9034355,14.4867323,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
release_34,Traffic accident in Santa Venera,"A 22-year-old man and residing in Rabat, at around 1745hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Regional Road, Santa Venera.Preliminary investigations showed that a collision occurred between a Toyota Vitz driven by a 19-year-old woman residing in Å»urrieq and a Honda motorcycle driven by the victim.She was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",15/05/2025,2025-05-15 17:45:00,regional road,santa venera,not injured,19,F,0,Car,Grievious,22,F,1,Motorbike,,,,,,,,,,,20250515,Grievious,1,santa venera,regional road,afternoon,True,False,False,False,False,False,False,True,False,False,False,0,2,0,0,0,False,True,False,0,2,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.9034355,14.4867323,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_1165.0,Two people in hospital after MellieÄ§a car accident,"Two people were hospitalised, one with grievous injuries, after a collision between two cars in MellieÄ§a on Saturday. The accident happened at around 6.30pm on Triq Dawret il-MellieÄ§a, also known as the MellieÄ§a bypass, close to the DB Seabank Hotel where one lane had to be closed to traffic.Â  Sources close to the emergency rescue services told Times of Malta one woman suffered minor injuries while another person sustained grievous injuries. Members of the Malta Red Cross and Civil Protection Department were on site to assist the injured people. Both were taken by ambulance to Mater Dei Hospital for further treatment.",17/05/2025,2025-05-17 18:30:00,triq dawret il-mellieha,mellieha,Slight,none,F,1,car,Grievious,none,Unknown,1,car,,,,,,,,,,,20250517,Grievious,2,mellieha,triq dawret il-mellieha,evening,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,False,True,True,0,1,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,35.95678,14.36241,secondary,False,False,False,True,False,False,Northern,False,False,True,False,False
article_1034.0,Driver grievously injured in crash near GÄ§ajn TuffieÄ§a,"A 29-year-old driver was grievously injured on Thursday morning after he crashed into a roadside building in MÄ¡arr on the road leading to GÄ§ajn TuffieÄ§a.Â  Initial investigations suggest the driver likely lost control of the vehicle, a Toyota Aygo, resulting in a collision with a roadside dwelling, a police statement said. Â  The man from Qormi was soon helped out of the vehicle by the Civil Protection Department before receiving attention from medics.Â  Â Magistrate Antoine Agius Bonnici was immediately informed of the incident and appointed an inquiry. Parallel police investigations are also ongoing.",22/05/2025,2025-05-22 00:00:00,road leading to ghajn tuffieha,mgarr,Grievious,29,M,1,Car,,,,,,,,,,,,,,,,20250522,Grievious,1,mgarr,road leading to ghajn tuffieha,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,,,other,True,False,False,False,False,False,Northern,False,False,True,False,False
release_62,Car-motorcycle collision in Marsa,"Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ä wann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paulâ€™s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",24/05/2025,2025-05-24 07:15:00,aldo moro street,marsa,not injured,65,M,0,Car,Grievious,37,M,1,Motorbike,,,,,,,,,,,20250524,Grievious,1,marsa,aldo moro road,early_morning,False,True,False,False,False,False,False,False,True,False,True,0,0,1,0,1,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.8772393,14.4948062,trunk,False,False,False,False,False,True,Southern Harbour,False,False,False,False,True
article_974.0,"Boy 5, hit by car door mirror, seriously injured","A boy, 5, suffered serious head injuries when he was hit by a car's door mirror on Sunday, the police said. The accident happened in Triq Ä‹-ÄŠern, Bugibba, at 1.15pm. The car was a Volkswagen Polo driven by a 22-year-old man from Msida.Â  An ambulance team assisted the boy and rushed him to hospital. Magistrate Philip Galea Farrugia is holding an inquiry.",25/05/2025,2025-05-25 13:15:00,triq c-cern,bugibba,not injured,22,M,0,Car,Serious,5,M,1,Pedestrian,,,,,,,,,,,20250525,Serious,1,bugibba,triq c-cern,afternoon,True,False,False,False,False,False,True,True,False,False,False,1,1,0,0,0,True,False,False,2,0,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,True,False,False,False,35.95214,14.42463,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
release_86,Boy seriously injured in BuÄ¡ibba accident,A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iÄ‹-ÄŠern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.,26/05/2025,2025-05-26 13:15:00,triq ic-cern,bugibba,Serious,22,M,1,Car,,,,,,,,,,,,,,,,20250526,Serious,1,bugibba,triq ic-cern,afternoon,True,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.9509624,14.4150454,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
article_894.0,"Share first, think later: When 'citizen journalism' crosses ethical lines","Photographing and sharing images of tragic accidents on social media is â€œcitizen journalism at its worstâ€ and highlights the urgent need to focus on digital education across the nation, according to experts in communication and human behaviour. The issue came to light once again following a recent fatal traffic accident in which a motorcyclist died on the spot. After the accident, graphic photos were shared extensively via WhatsApp. This had also happened some months ago when footage of another fatal accident, that involved a car losing control, made the rounds on social media. Prof. Anton Grech, clinical chairman of Mental Health Services, explained that while human curiosity in the case of unusual or dramatic situations is normal â€“ a phenomenon known as rubbernecking â€“ social media amplified this. These actions â€“ of taking and sharing images of tragic situations â€“ were a reflection of a larger situation, he said. Before social media existed there were â€˜celebritiesâ€™ and â€˜spectatorsâ€™. Social media brought with it a shift in which many people wanted to be protagonists. This was happening in a virtual environment that is saturated with content and, in which, in order to be seen and stand out, the content has to be attention-grabbing. â€œIn parallel with this, we are losing respect for the society around us. We saw this in a recent case when a man was threatening to jump off the Valletta bastions,â€ he said, referring to the 2021 case when onlookers urged a man to jump from the edge of a Valletta bastion, with many filming the ordeal. â€œMany people seize all opportunities to gain this recognition without respect for others,â€ he said, adding that there was an urgent need to educate people on this matter. Prof. Brenda Murphy, a media and gender expert and founder of NGO Mediating Women, agreed that there was the urgent need for more media education â€“ in schools and beyond â€“ through curriculum and public campaigns. â€œThis is a public education issue â€“ we need to re-establish digital boundaries. We need to remind people that our duty of care doesnâ€™t disappear when we are online,â€ she said. Such cases, she said, were â€œcitizen journalism at its worstâ€ as they offered â€œa great snapshot of the widening gaps in â€˜news productionâ€™â€. â€œJournalists and editors are trained, educated, bound by professional regulation â€“ citizens operate withoutÂ any of these guardrails. While citizen journalism was lauded as a great liberator for information â€“ this is an example of a great backfire,â€ she said. A deeply problematic phenomenon Murphy explained that the sharing of such images was a â€œdeeply problematic phenomenonâ€ that reflects multiple pressures converging at the moment. From a digital culture perspective, she said, we are living in a world where everything is documented, and the boundary between private and public is becoming increasingly eroded. â€œIn the case of tragic moments, there seems to be an underlying belief that if something shocking happens, it should be recorded and shared. The algorithms that drive social media amplify this. They reward visibility, and sadly that includes tragic events,â€ she said. Then there was the conversation on media ethics. Â â€œWe may have the capacity to capture something digitally, but that doesnâ€™t mean we should. Sharing media content has become so normalised it completely breaches the private-public boundary. We need to be mindful that sharing a traumatic event compounds trauma â€“ not just for the family and friends but the wider community is impacted too. We cannot justify this â€˜norm driftâ€™ by saying â€˜itâ€™s already out there, so itâ€™s ok to repostâ€™,â€ she said.",29/05/2025,2025-05-27 12:30:00,xemxija bypass,xemxija,Fatal,35,M,1,Motorbike,,,,,,,,,,,,,,,,20250527,Fatal,1,xemxija,xemxija bypass,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,35.9469478,14.3994613,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
article_760.0,"Motorist injured as van crashes into pole, bursts into flames","A motorist was seriously injured early on Tuesday when his van crashed into a pole and caught fire. The police said the accident happened on Marfa Road at 4.30am when the driver, a 62-year-old from Rabat, lost control of his Peugeot Partner. It crashed into a pole, with the front part catching fire. The motorist was assisted by an ambulance crew and hospitalised. The blaze was extinguished by firefighters.",03/06/2025,2025-06-03 04:30:00,marfa road,mellieha,Serious,62,M,1,van,,,,,,,,,,,,,,,,20250603,Serious,1,mellieha,triq il-marfa,night,False,False,False,False,False,True,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,35.9670439,14.3518793,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
release_29,Car-motorcycle collision in Marsa,"Today, at around 0730hrs, the Police were informed of a traffic accident in Xatt l-GÄ§assara tal-GÄ§eneb, il-Marsa.Preliminary investigations showed that a collision occurred between a Ford Fiesta driven by a 39-year-old man residing in XgÄ§ajra and a Honda motorcycle driven by a 35-year-old woman who lives in Dingli.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital, where she was certified to have sustained grievous injuries.Police investigations are ongoing.",04/06/2025,2025-06-04 07:30:00,xatt l-ghassara tal-gheneb,marsa,not injured,39,M,0,Car,Grievious,35,F,1,Motorbike,,,,,,,,,,,20250604,Grievious,1,marsa,xatt l-ghassara tal-gheneb,early_morning,False,True,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.8863417,14.5019071,tertiary,False,False,False,False,True,False,Southern Harbour,False,False,False,False,True
release_51,Man injured in traffic accident,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paulâ€™s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paulâ€™s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",05/06/2025,2025-06-04 21:15:00,kennedy drive,st pauls bay,Grievious,21,M,1,Motorbike,,,,,,,,,,,,,,,,20250604,Grievious,1,san pawl il bahar,kennedy drive,late_evening,False,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,35.9441317,14.4167385,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
article_751.0,Motorcyclist seriously injured in St Paulâ€™s Bay hit-and-run accident,"A man was left with serious injuries on Wednesday night after a hit-and-run traffic accident in St Paulâ€™s Bay. The 21-year-old Nepalese national, a resident of the area where the accident on Kennedy Drive took place, was injured after the Peugeot Tweet motorcycle he was riding was hit by a vehicle that was driven away from the scene, the police said. The motorcyclist was treated at the scene before being taken to Mater Dei, where his injuries were certified as serious. Police investigations are ongoing.",05/06/2025,2025-06-04 23:00:00,kennedy drive,st pauls bay,Serious,21,M,1,Motorbike,not injured,Unknown,Unknown,0,Car,,,,,,,,,,,20250604,Serious,1,san pawl il bahar,kennedy drive,late_evening,False,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.9441317,14.4167385,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
article_654.0,Tributes pour in for two men who tragically died in separate accidents,"Tributes have poured in on social media for two men who tragically lost their lives in separate accidents on Saturday. Paul Xuereb, a 67-year-old man from Å»ebbuÄ¡, died after he was crushed by his own truck in Ä¦al Farâ€™s industrial estate on Saturday morning. Later on that day, 43-year-oldÂ Charlo Calleja from Senglea died after he lost control of his motorbike and crashed on the Senglea seafront.Â  As news of their deaths spread, friends and relatives shared photos, messages of remembrance, and heartfelt condolences online. Many expressed their shock and grief at the sudden loss of both men. Paul Xuereb Paul Xuereb, more commonly known as Pawlu, used to work with cargo company White Brothers Limited. The company expressed its sorrow in a Facebook post, saying they were â€œdeeply saddenedâ€ by the news of his death. â€œWhen Paul was part of our team, he was a valued colleague who contributed significantly during his time with us. On behalf of everyone at White Brothers Ltd, we extend our heartfelt condolences to his family and loved ones during this difficult time,â€ the company wrote. Two of his nephews, each shared a poem commemorating Paul's life, attached with a photo of Paul standing next to a tractor. â€œKulÄ§add jaf li kont Ä¡enwin, RaÄ¡el bâ€™valuri, dejjem sinÄ‹ier u fin (Everyone knows you were genuine, A man of values, always sincere and kind),â€ one of them wrote.  Many people described Calleja as having a ""heart of gold"" and a ""sweet and natural spirit"" Another friend reminisced about their many conversations while sitting on their motorbikes, even as recently as the day before the accident. Someone else posted on their page a picture of Calleja smiling with the caption: â€œYou had a heart of gold, but life can be cruel to us. You will always be in our hearts."" ""You were one of my best and loyal friends. Fly high, till we meet again,"" another friend wrote.",08/06/2025,2025-06-06 17:30:00,triq ix-xatt juan b azopardo,senglea,Fatal,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250606,Fatal,1,isla,triq ix-xatt juan b azopardo,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,35.88794,14.51784,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
article_679.0,Motorcyclist hurt in Xewkija crash,"A motorcyclist was grievously injured in a collision with a car in Xewkija on Friday afternoon, the police said in a statement. The 39-year-old XagÄ§ra man was riding KTM motorbike on Triq l-ImÄ¡arr at around 5.30pm when he was involved in a crash with a Mazda CX-3 car driven by a 36-year-old woman, also from XagÄ§ra. A medical team was called to the site and the motorcyclist was taken to Gozo General Hospital by ambulance. Medical personnel there have certified his injuries as being of a grievous nature. A police investigation is ongoing.",07/06/2025,2025-06-06 17:30:00,triq l-imgarr,xewkija,Grievious,39,M,1,Motorbike,not injured,36,F,0,Car,,,,,,,,,,,20250606,Grievious,1,xewkija,triq l-imgarr,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,36.02573,14.29241,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
article_685.0,"Five taken to hospital, including toddler, following St Paul's Bay crash","Five people, including a two-year-old, were taken to hospital on Friday night following a collision in St Paulâ€™s Bay. The crash happened on the corner of Triq Paredes and Triq il-ParroÄ‹Ä‹a at around 8.30pm, a police spokesperson said. One of the vehicles involved was a Seat Leon driven by a 22-year-old woman from Msida. She was taken to hospital with grievous injuries. Her two passengers â€“ a 21-year-old man from St Paulâ€™s Bay and a two-year-old boy â€“ were both slightly injured in the crash. The other car involved was a Mercedes C180 driven by a man, with another man in the passenger seat. The passenger was grievously injured. The police had no further details about the Mercedes occupants at the time of writing. All five people involved were taken to Mater Dei Hospital by ambulance. Civil Protection Department officials were deployed to clear the crash site and render the road surface safe.",07/06/2025,2025-06-06 20:30:00,triq paredes,st paul's bay,Grievious,22,F,3,Car,Grievious,none,M,2,Car,,,,,,,,,,,20250606,Grievious,5,san pawl il bahar,triq parades,evening,False,False,True,False,False,False,False,True,False,False,False,0,1,0,0,0,True,True,False,1,1,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,35.948315,14.4021162,tertiary,False,False,False,False,True,False,Northern,False,False,True,False,False
article_640.0,Motorcyclist dies following Senglea crash,"A motorcyclist died on Saturday afternoon after a collision on the Senglea seafront.Â Â  The victim, named as 43-year-old Charlo Calleja, received first aid from a medical team but was certified dead on site.Â  Police said the incident happened at around 5pm on Triq ix-Xatt Juan B Azopardo. Â  The victim lost control of the vehicle and crashed into a bollard that separates the road from the pavement, the police said.Â  Magistrate Joseph Mifsud has appointed an inquiry as police investigations are ongoing. It is the second fatal accident in a day. A Å»ebbuÄ¡ man died after he was crushed by his own truck in the Ä¦al Far industrial estate on Saturday morning.",07/06/2025,2025-06-07 17:00:00,triq ix-xatt juan b azopardo,senglea,Fatal,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250607,Fatal,1,isla,triq ix-xatt juan b azopardo,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,True,True,True,False,35.88794,14.51784,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
release_9,Motorcyclist injured in traffic accident,"On wednesday the 11th of June, at around four in the afternoon (1545 hrs), the Police were informed of a traffic accident in John Adye Street, Naxxar.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 35-year-old man from Bosnia and Herzegovina and a resident of GÄ§argÄ§ur and an Isuzu Rodeo driven by a 59-year-old man from Marsa.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",14/06/2025,2025-06-11 15:45:00,john adye street,naxxar,Grievious,35,M,1,Motorbike,not injured,59,M,0,Van,,,,,,,,,,,20250611,Grievious,1,naxxar,john adye street,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,35.91342,14.44688,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
release_81,Fatal traffic accident in Marsascala,"Today at around 1000hrs, the Police were informed of a traffic accident in Triq Villabate, Marsascala.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 38-year-old man from Ivory Coast and a resident of Marsa, a Nissan March that was being driven by a 43-year-old Italian and a 67-year-old cyclist from Å»ejtun. In the Nissan there was also a 38-year-old Italian who was taken to Mater Dei by an ambulance.The cyclist was assisted by a medical team on site but was unfortunately certified dead. The condition of the Italian is not yet known.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",12/06/2025,2025-06-12 10:00:00,triq villabate,marsascala,not injured,38,M,0,Van,Slight,43,M,1,Car,Fatal,67,unknown,1.0,Bicycle,,,,,,20250612,Fatal,2,marsascala,triq villabate,morning,False,False,False,False,True,False,False,False,True,False,True,0,0,2,0,1,True,False,True,2,0,1,3,False,False,True,False,True,True,False,0,0,1,0,1,1,0,False,False,False,True,35.8625547,14.5506421,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
release_14,Xewkija traffic accident,"Yesterday evening, at around ten (2200 hrs), the Police were informed of a traffic accident in Triq Sant â€˜Elizabetta, Xewkija.From initial investigations it appears that a 64-year-old man from XagÄ§ra was riding a Kentoya motorcycle when he crashed into a barrier and fell off.He was assisted by a medical team and taken by ambulance to the Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",14/06/2025,2025-06-13 22:00:00,triq sant elizabetta,xewkija,Grievious,64,M,1,Motorbike,,,,,,,,,,,,,,,,20250613,Grievious,1,xewkija,triq santa elizabetta,late_evening,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,36.0355961,14.2592552,residential,False,False,True,False,False,False,Gozo,False,True,False,False,False
article_408.0,Å»ebbuÄ¡ car accident victim named as Karl Farrugia,"Updated 8.13pm The 32-year-old man who died following a horrific collision between two cars on Mdina Road in Å»ebbuÄ¡ on Wednesday night has been named as Karl Farrugia. Investigations revealed the collision, which occurred at around 10pm, involved a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic, driven by Farrugia who was from Luqa. A 28-year-old woman from Attard was a passenger in the Honda Civic. Both the drivers and the passenger were treated at the scene and were taken to Mater Dei Hospital by ambulance.Â  Farrugia was later certified dead.Â  The other driver sustained serious injuries, and the woman was grievously injured. Magistrate Antoine Agius Bonnici is holding an inquiry. Police investigations are ongoing. Tributes San Anton School paid tribute to Farrugia who was a former pupil at the school where he was remembered as a ""beloved member of our San Anton family"". ""Karl's memory will forever remain in our hearts, and his spirit will continue to live on within our San Anton community.""",19/06/2025,2025-06-18 22:00:00,triq l-imdina,zebbug,Serious,57,M,1,Car,Fatal,32,M,2,Car,,,,,,,,,,,20250618,Fatal,3,zebbug,triq l-imdina,late_evening,False,False,False,True,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,35.874767,14.4608589,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_381.0,Motorcyclist seriously injured in Gudja crash,"A man was left with serious injuries on Thursday afternoon after being involved in a crash in Gudja.Â  In a statement, the police said the incident happened at 6.30 pm on Triq Dawret il-Gudja. The collision involved a Honda Fit, driven by a 64-year-old man from Santa LuÄ‹ija and a Kawasaki Ninja driven by a 23-year-old man from Gudja. The motorcyclist was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.Â  Police investigations are ongoing. Thursday saw several road accidents.Â  In the morning, a coach driver was hospitalised following a Å»ejtun crash, while a 53-year-old motorcyclist was grievously injured in a Luqa car collision.Â  Later on in the afternoon, a 57-year-old German woman was hit by a car in Pinto Wharf, in Floriana.",20/06/2025,2025-06-19 00:00:00,triq dawret il-gudja,gudja,not injured,64,M,0,Car,Serious,23,M,1,Motorbike,,,,,,,,,,,20250619,Serious,1,gudja,triq dawret il-gudja,night,False,False,False,False,False,True,False,True,False,True,False,0,1,0,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.84692,14.49538,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_407.0,Coach driver hospitalised following Å»ejtun crash,"A 53-year-old coach driver was taken to hospital on Thursday morning after crashing into a rubble wall in Å»ejtun. Police said the accident happened at 6.30am on Triq President Anton Buttigieg, when the driver, a resident from GÄ§axaq, lost control of the bus and crashed into a barrier. The police were informed that no passengers were onboard the coach at the time of the accident. The man was taken to Mater Dei Hospital by ambulance. The driver's conditions are unknown.",19/06/2025,2025-06-19 06:30:00,triq president anton buttigieg,zejtun,Unknown,53,M,1,Bus,,,,,,,,,,,,,,,,20250619,Serious,1,zejtun,triq president anton buttigieg,early_morning,False,True,False,False,False,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,False,True,35.8503003,14.532077,other,True,False,False,False,False,False,South Eastern,False,False,False,True,False
article_404.0,53-year-old motorcyclist grievously injured in Luqa car collision,"Updated 6.13pm A motorcyclist was taken to hospital on Thursday with grievous injuries after being involved in a traffic accident in Luqa.Â  Police said the accident happened on Triq Ä¦al FarruÄ¡ at around 10.15am, when a 53-year-old man from Å»abbar who was driving his Yamaha motorbike was involved in a collision with a Toyota Funcargo driven by a 39-year old man from Luqa.Â  The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries.Â  The accident is the fourth one reported on Thursday.Â  Late on Wednesday night, a 32-year-old driver died after a collision between two cars on Mdina Road, in Å»ebbuÄ¡. A 53-year-old coach driver was also taken to the hospital after losing control of the vehicle and crashing into a rubble wall in Å»ejtun. A German woman was seriously injured after being run over by a car in Floriana.",19/06/2025,2025-06-19 10:15:00,triq hal farrug,luqa,Grievious,53,M,1,Motorbike,Serious,39,M,0,Car,,,,,,,,,,,20250619,Serious,1,luqa,triq hal farrug,morning,False,False,False,False,True,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.8566303,14.4685956,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_361.0,"Woman run over by car in Floriana dies, two days after incident","A 57-year-old woman who was run over by a car in Floriana on June 19 has died, the police said on Saturday. The victim, a German woman, passed away at Mater Dei Hospital, where she was being treated.Â  The accident happened at around 1.15pm in Pinto Wharf, Floriana, when the woman was run over by a Toyota Ractis driven by a 52-year-old man from Å»abbar. Magistrate Antoine Agius Bonnici is holding an inquiry as police investigations continue.",21/06/2025,2025-06-19 13:15:00,pinto wharf,floriana,not injured,52,M,0,Car,Fatal,57,F,1,Pedestrian,,,,,,,,,,,20250619,Fatal,1,floriana,pinto wharf,afternoon,True,False,False,False,False,False,False,False,False,True,False,0,0,0,2,0,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,35.8902423,14.5081438,other,True,False,False,False,False,False,Southern Harbour,False,False,False,False,True
