id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id
article_685.0,"Five taken to hospital, including toddler, following St Paul's Bay crash","Five people, including a two-year-old, were taken to hospital on Friday night following a collision in St Paul’s Bay. The crash happened on the corner of Triq Paredes and Triq il-Parroċċa at around 8.30pm, a police spokesperson said. One of the vehicles involved was a Seat Leon driven by a 22-year-old woman from Msida. She was taken to hospital with grievous injuries. Her two passengers – a 21-year-old man from St Paul’s Bay and a two-year-old boy – were both slightly injured in the crash. The other car involved was a Mercedes C180 driven by a man, with another man in the passenger seat. The passenger was grievously injured. The police had no further details about the Mercedes occupants at the time of writing. All five people involved were taken to Mater Dei Hospital by ambulance. Civil Protection Department officials were deployed to clear the crash site and render the road surface safe.",2025-06-07,2025-06-06 20:30:00,triq paredes,st paul's bay,Grievious,22,F,3,Car,Grievious,none,M,2,Car,,,,,,,,,,,20250606
article_679.0,Motorcyclist hurt in Xewkija crash,"A motorcyclist was grievously injured in a collision with a car in Xewkija on Friday afternoon, the police said in a statement. The 39-year-old Xagħra man was riding KTM motorbike on Triq l-Imġarr at around 5.30pm when he was involved in a crash with a Mazda CX-3 car driven by a 36-year-old woman, also from Xagħra. A medical team was called to the site and the motorcyclist was taken to Gozo General Hospital by ambulance. Medical personnel there have certified his injuries as being of a grievous nature. A police investigation is ongoing.",2025-06-07,2025-06-06 17:30:00,triq l-imgarr,xewkija,Grievious,39,M,1,Motorbike,not injured,36,F,0,Car,,,,,,,,,,,20250606
article_640.0,Motorcyclist dies following Senglea crash,"A motorcyclist died on Saturday afternoon after a collision on the Senglea seafront.   The victim, named as 43-year-old Charlo Calleja, received first aid from a medical team but was certified dead on site.  Police said the incident happened at around 5pm on Triq ix-Xatt Juan B Azopardo.   The victim lost control of the vehicle and crashed into a bollard that separates the road from the pavement, the police said.  Magistrate Joseph Mifsud has appointed an inquiry as police investigations are ongoing. It is the second fatal accident in a day. A Żebbuġ man died after he was crushed by his own truck in the Ħal Far industrial estate on Saturday morning.",2025-06-07,2025-06-07 17:00:00,triq ix-xatt juan b azopardo,senglea,Fatal,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250607
release_9,Motorcyclist injured in traffic accident,"On wednesday the 11th of June, at around four in the afternoon (1545 hrs), the Police were informed of a traffic accident in John Adye Street, Naxxar.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 35-year-old man from Bosnia and Herzegovina and a resident of Għargħur and an Isuzu Rodeo driven by a 59-year-old man from Marsa.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-14,11/06/2025 15:45,john adye street,naxxar,Grievious,35,M,1,Motorbike,not injured,59,M,0,Van,,,,,,,,,,,20250611
article_607.0,"Cyclist, 67, killed in Marsascala collision","Updated 3.10pm A 67-year old cyclist from Żejtun died on Thursday morning following a road collision in Marsascala. The accident occurred on Triq Villabate at around 10am and involved a van, a car, and a bicycle being ridden by the victim, the police said.  The police confirmed all vehicles were driving in the direction of Marsascala. The van and car were involved in a collision and upon impact one of the vehicles hit the cyclist, a police spokesman said.  The cyclist was given medical assistance but was certified dead on site. The police said investigations are still ongoing. Magistrate Philip Galea Farrugia is leading the inquiry.  It is the ninth road fatality this year but the first cyclist to be killed following a traffic accident since 2018. This is a breaking news story. More details to follow.",2025-06-12,2025-06-12 10:00:00,triq villabate,marsascala,Unknown,Unknown,Unknown,0,van,Unknown,Unknown,Unknown,0,car,Fatal,67,none,1,bicycle,,,,,,20250612
release_81,Fatal traffic accident in Marsascala,"Today at around 1000hrs, the Police were informed of a traffic accident in Triq Villabate, Marsascala.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 38-year-old man from Ivory Coast and a resident of Marsa, a Nissan March that was being driven by a 43-year-old Italian and a 67-year-old cyclist from Żejtun. In the Nissan there was also a 38-year-old Italian who was taken to Mater Dei by an ambulance.The cyclist was assisted by a medical team on site but was unfortunately certified dead. The condition of the Italian is not yet known.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",2025-06-12,12/06/2025 10:00,triq villabate,marsascala,not injured,38,M,0,Van,Slight,43,M,1,Car,Fatal,67,unknown,1,Bicycle,,,,,,20250612
release_14,Xewkija traffic accident,"Yesterday evening, at around ten (2200 hrs), the Police were informed of a traffic accident in Triq Sant ‘Elizabetta, Xewkija.From initial investigations it appears that a 64-year-old man from Xagħra was riding a Kentoya motorcycle when he crashed into a barrier and fell off.He was assisted by a medical team and taken by ambulance to the Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-14,13/06/2025 22:00,triq sant elizabetta,xewkija,Grievious,64,M,1,Motorbike,,,,,,,,,,,,,,,,20250613
article_522.0,Xagħra man crashes motorbike into Xewkija crash barrier,A 64-year-old Xagħra man was grievously injured on Friday evening when he crashed his motorcycle into a barrier on Xewkija’s Triq Sant’ Elizabetta. The police said in a statement that the incident was reported to the police at around 10pm. The man was given first aid on-site and then taken to Gozo General Hospital by ambulance for further treatment. A police investigation into the incident is under way.,2025-06-14,2025-06-13 22:00:00,triq sant elizabetta,xewkija,Grievious,64,M,1,Motorbike,,,,,,,,,,,,,,,,20250613
article_408.0,Żebbuġ car accident victim named as Karl Farrugia,"Updated 8.13pm The 32-year-old man who died following a horrific collision between two cars on Mdina Road in Żebbuġ on Wednesday night has been named as Karl Farrugia. Investigations revealed the collision, which occurred at around 10pm, involved a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic, driven by Farrugia who was from Luqa. A 28-year-old woman from Attard was a passenger in the Honda Civic. Both the drivers and the passenger were treated at the scene and were taken to Mater Dei Hospital by ambulance.  Farrugia was later certified dead.  The other driver sustained serious injuries, and the woman was grievously injured. Magistrate Antoine Agius Bonnici is holding an inquiry. Police investigations are ongoing. Tributes San Anton School paid tribute to Farrugia who was a former pupil at the school where he was remembered as a ""beloved member of our San Anton family"". ""Karl's memory will forever remain in our hearts, and his spirit will continue to live on within our San Anton community.""",2025-06-19,2025-06-18 22:00:00,triq l-imdina,zebbug,Serious,57,M,1,Car,Fatal,32,M,2,Car,,,,,,,,,,,20250618
article_361.0,"Woman run over by car in Floriana dies, two days after incident","A 57-year-old woman who was run over by a car in Floriana on June 19 has died, the police said on Saturday. The victim, a German woman, passed away at Mater Dei Hospital, where she was being treated.  The accident happened at around 1.15pm in Pinto Wharf, Floriana, when the woman was run over by a Toyota Ractis driven by a 52-year-old man from Żabbar. Magistrate Antoine Agius Bonnici is holding an inquiry as police investigations continue.",2025-06-21,2025-06-19 13:15:00,pinto wharf,floriana,not injured,52,M,0,Car,Fatal,57,F,1,Pedestrian,,,,,,,,,,,20250619
release_2,Car-motorcycle traffic accident,"Yesterday, at around 1830hrs, the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Preliminary investigations showed that a collision occurred between a Honda fit that was being driven by a 64-year-old man from Santa Luċija and a Kawasaki Ninja motorcycle that was being driven by a 23-year-old man from Gudja.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-20,19/06/2025 18:30,triq dawret il-gudja,gudja,not injured,64,M,0,Car,Grievious,23,M,1,Motorbike,,,,,,,,,,,20250619
article_416.0,Woman seriously injured after being run over in Floriana,"A German woman is in a critical condition in hospital after being run over by a car in Floriana on Thursday. The accident happened at around 1.15pm in Pinto Wharf, Floriana, when the 57-year old German woman was run over by a Toyota Ractis driven by a 52-year old man from Żabbar. The woman was taken to Mater Dei Hospital by ambulance where she was certified to be suffering from serious injuries, the police said. Magistrate Antoine Agius Bonnici is holding an inquiry as police investigations continue.",2025-06-19,2025-06-19 13:15:00,pinto wharf,floriana,not injured,52,M,0,Car,Serious,57,F,1,Pedestrian,,,,,,,,,,,20250619
article_407.0,Coach driver hospitalised following Żejtun crash,"A 53-year-old coach driver was taken to hospital on Thursday morning after crashing into a rubble wall in Żejtun. Police said the accident happened at 6.30am on Triq President Anton Buttigieg, when the driver, a resident from Għaxaq, lost control of the bus and crashed into a barrier. The police were informed that no passengers were onboard the coach at the time of the accident. The man was taken to Mater Dei Hospital by ambulance. The driver's conditions are unknown.",2025-06-19,2025-06-19 06:30:00,triq president anton buttigieg,zejtun,Unknown,53,M,1,Bus,,,,,,,,,,,,,,,,20250619
article_404.0,53-year-old motorcyclist grievously injured in Luqa car collision,"Updated 6.13pm A motorcyclist was taken to hospital on Thursday with grievous injuries after being involved in a traffic accident in Luqa.  Police said the accident happened on Triq Ħal Farruġ at around 10.15am, when a 53-year-old man from Żabbar who was driving his Yamaha motorbike was involved in a collision with a Toyota Funcargo driven by a 39-year old man from Luqa.  The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries.  The accident is the fourth one reported on Thursday.  Late on Wednesday night, a 32-year-old driver died after a collision between two cars on Mdina Road, in Żebbuġ. A 53-year-old coach driver was also taken to the hospital after losing control of the vehicle and crashing into a rubble wall in Żejtun. A German woman was seriously injured after being run over by a car in Floriana.",2025-06-19,2025-06-19 10:15:00,triq hal farrug,luqa,Grievious,53,M,1,Motorbike,Serious,39,M,0,Car,,,,,,,,,,,20250619
release_106,Woman seriously injured in traffic accident,"On Thursday 19th June, at around one and a quarter in the afternoon (1315 hrs), the Police were informed of a traffic accident at Pinto Wharf, Floriana.Preliminary investigations by the Police found that a 57-year-old German woman was hit by a Toyota Ractis driven by a 52-year-old man from Żabbar.A medical team was called on site and an ambulance took the woman to Mater Dei Hospital. She was certified to have sustained serious injuries.Ms Antoine Agius Bonnici LL. Mr D. appointed an inquiry while Police investigations into the incident are ongoing.",2025-06-22,19/06/2025 13:15,pinto wharf,floriana,Grievious,52,M,1,Car,,,,,,,,,,,,,,,,20250619
release_35,Fatal accident in Żebbuġ,"On Thursday 19th June, at around ten in the evening (2200 hrs), the Police were informed of a traffic accident in Triq L-Imdina, Ħaż-Żebbuġ.Initial investigations showed that a collision occurred between a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic driven by a 32-year-old man from Luqa. A 28-year-old woman, a resident of Attard, was a passenger in the Honda.They were assisted by a medical team and members of the Civil Protection Department.All persons were taken to Mater Dei Hospital by ambulance. Shortly afterwards, the 32-year-old man was certified dead.The other man and the woman sustained grievous injuries.Magistrate Dr Antoine Agius Bonnici LL. D was informed of the case and appointed an inquiry.Police investigations are ongoing.",2025-06-22,19/06/2025 22:00,triq l-imdina,haz-zebbug,Grievious,57,M,1,Car,Fatal,32,M,1,Car,Grievious,32,M,1,Car,,,,,,20250619
article_381.0,Motorcyclist seriously injured in Gudja crash,"A man was left with serious injuries on Thursday afternoon after being involved in a crash in Gudja.  In a statement, the police said the incident happened at 6.30 pm on Triq Dawret il-Gudja. The collision involved a Honda Fit, driven by a 64-year-old man from Santa Luċija and a Kawasaki Ninja driven by a 23-year-old man from Gudja. The motorcyclist was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing. Thursday saw several road accidents.  In the morning, a coach driver was hospitalised following a Żejtun crash, while a 53-year-old motorcyclist was grievously injured in a Luqa car collision.  Later on in the afternoon, a 57-year-old German woman was hit by a car in Pinto Wharf, in Floriana.",2025-06-20,2025-06-19 00:00:00,triq dawret il-gudja,gudja,not injured,64,M,0,Car,Serious,23,M,1,Motorbike,,,,,,,,,,,20250619
article_313.0,Three car crash outside Tal-Qroqq tunnels causes rush hour traffic jam,"Intense traffic was reported on the Regional Road on Monday morning after a crash involving three vehicles forced the temporary closure of one of the road's southbound lanes.  Police received reports of the accident at 8.45am, after an Isuzu van, Mini and Honda Civic were involved in a bumper-to-bumper collision outside the Tal-Qroqq tunnels. The driver of the Mini, which was caught between the two other vehicles, a 23-year-old woman from Xagħra, was taken to Mater Dei Hospital after she sustained some minor injuries.  At the time of writing, one of the southbound lanes was closed, leading to gridlock in Gżira and St Julian's. On Facebook, one commuter said it took him one hour and 30 minutes to travel from St Julian's to the Msida skatepark.",2025-06-23,2025-06-23 08:45:00,regional road,gzira,not injured,none,none,0,van,Slight,23,F,1,car,not injured,none,none,0,car,,,,,,20250623
article_287.0,Regional Road accident causes long rush hour traffic jam,"A man and two women were hospitalised early on Wednesday after a collision between a car and a motorcycle on the Regional Road. The accident happened at around 7am, blocking a lane of the busy arterial road and causing a rush hour traffic jam.  The condition of a man and a woman, both Italian, who were riding the motorcycle, is still being assessed. Both are in their twenties. A pregnant woman, 34 from Sliema who was driving the car, a Suzuki Swift, was unhurt but checked in hospital as a precaution.",2025-06-25,2025-06-25 07:00:00,regional road,msida,not injured,34,F,0,car,Unknown,none,none,2,Motorbike,,,,,,,,,,,20250625
release_45,Gozo traffic accident,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Triq Borġ Għarib, Għajnsielem.Preliminary investigations showed that a 22-year-old Albanian, a resident of Żebbuġ, Gozo, lost control of his Renault Megane and crashed into a wall.A medical team was called on site and an ambulance took the driver to Gozo General Hospital where he was certified to have sustained grievous injuries.Police investigations are ongoing.",2025-07-02,01/07/2025 21:15,triq borg gharib,ghajnsielem,Grievious,22,M,1,Car,,,,,,,,,,,,,,,,20250701
article_297729.0,Rider injured in hit-and-run is told tunnel cameras don’t work,"A scooter rider injured in a hit-and-run crash in the Regional Road tunnels earlier this month is struggling to track down the driver, after being told that none of the tunnel cameras work. Giuseppe Di Dio, a 22-year-old Sicilian who works as a DJ and event organiser, was riding his Vespa 300 on July 2 at around 12.30pm when he was hit. As he entered the tunnel heading towards Swieqi, he says a van crossed into his lane, cut him off and crashed into him, knocking him off his Vespa. “I feel super lucky to tell the story. It hurt a lot. When I was on the floor, I could feel my burns,” he told Times of Malta. Shocked by the impact, Di Dio said he could not identify the van but recalled opening his eyes to see the driver standing over him. According to Di Dio, the man looked South Asian and was wearing a blue shirt. He believes he was driving a delivery van but is unsure which company the van belonged to. “He came over, checked I was alive, told me nothing and rushed off,” he said. “I know if I saw him, I would recognise him.” Thankfully, other drivers stopped to help Di Dio. He was taken to Mater Dei Hospital, where he said he had to wait between six to seven hours before being seen. “That was horrible. I couldn’t take it anymore and began to scream out in pain, and only then did they see me,” he said. He was initially told he had minor injuries and was prescribed painkillers. But after several days, his wounds became increasingly painful and doctors at Saint James Hospital later confirmed they were infected. Alongside the physical injuries, Di Dio said his motorbike was damaged and he incurred around €4,000 in expenses for medical treatment, medications, transport and missed work. “I want a refund for the damages but the most important thing is I want to find out who hit me to avoid future accidents,” he said.  After being treated, Di Dio filed a police report. He hoped CCTV footage from the tunnel would help identify the van. But he said police informed him that the security cameras inside the Ta’ Giorni tunnels do not work. “It’s insane. The policeman told me that none of the cameras they have for the tunnels work,” he said. “I told them that it is impossible but they told me again that none of them work.” In 2020, the government launched a €10 million project to upgrade Malta’s major tunnels, including Ta’ Giorni, which included the installation of security cameras. When asked if the cameras were working on the day of the incident, the transport ministry said: “The Traffic Control Centre did not have CCTV coverage in the mentioned area on the 2nd of July 2025.” The ministry did not answer questions about whether the cameras are operational. Police confirmed that a report on the accident had been filed and investigations are ongoing. In 2022, a Transport Malta spokesperson told Times of Malta that tunnel cameras were linked to the authority’s traffic control centre, and used for both congestion monitoring and automatic incident detection.",2025-07-20,2025-07-02 12:30:00,ta' giorni tunnels,swieqi,Serious,22,M,1,Scooter,Serious,none,M,1,Van,,,,,,,,,,,20250702
article_113265.0,Motorcyclist grievously injured in Mellieħa collision,"A motorcyclist was grievously injured in a collision with a car in Mellieħa on Saturday morning. The accident occurred at around 11am in Triq il-Kbira and involved a Hyundai Getz, driven by a 23-year-old man from Mellieħa, and a Honda motorbike ridden by a 46-year-old man from Qormi. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",2025-07-05,2025-07-05 11:00:00,triq il-kbira,mellieha,Grievious,23,M,1,Car,Grievious,46,M,1,Motorbike,,,,,,,,,,,20250705
article_190828.0,Motorcyclist seriously injured after collision with car,"A man was left with serious injuries Sunday after his motorbike was involved in a collision with a car in Mosta.  Initial police investigations indicate the Suzuki motorbike driven by the man, a 30-year-old Indian mational from Birkirkara, was involved in a collision on Triq iż-Żejfa with a Kia Sportage driven by a 34-year-old woman from Rabat. The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Investigations are ongoing.",2025-07-07,2025-07-06 00:00:00,triq iz-zejfa,mosta,Serious,30,M,1,Motorbike,Serious,34,F,1,car,,,,,,,,,,,20250706
release_32,Car-motorcycle collision in Mosta,"Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq iż-Żejfa, Mosta.Preliminary investigations showed that a collision occurred between a Kia Sportage driven by a 34-year-old woman from Rabat and a Suzuki motorcycle driven by a 30-year-old Indian man who lives in Birkirkara.A medical team was called on site and an ambulance took the man to Mater Dei Hospital, where he was certified to be seriously injured.Magistrate Dr Joseph Mifsud LL.D was informed about the case who appointed an inquiry, while Police investigations are ongoing.",2025-07-07,06/07/2025 18:00,triq iz-zejfa,mosta,not injured,34,F,0,Car,Serious,30,M,1,Motorbike,,,,,,,,,,,20250706
article_139548.0,Motorcyclist grievously injured in Msida collision,"A motorcyclist was grievously injured in a traffic accident in Msida on Wednesday evening. The collision occurred at around 6:30 p.m. on Triq Mikiel Anton Vassalli and involved a Smart car driven by a 40-year-old Italian woman residing in Mosta, and a Honda WW125 motorcycle ridden by a 45-year-old man from Ħamrun. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",2025-07-10,2025-07-09 18:30:00,triq mikiel anton vassalli,msida,Grievious,40,F,1,car,Grievious,45,M,1,Motorbike,,,,,,,,,,,20250709
release_65,Traffic collision,"Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",2025-07-10,09/07/2025 18:30,mikiel anton vassalli street,msida,not injured,40,unknown,0,Car,Grievious,45,M,1,Motorbike,,,,,,,,,,,20250709
release_74,Man grievously injured in a traffic accident,"A 78-year-old man who lives in Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siġġiewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-07-10,10/07/2025 06:30,triq dun manwel zammit,siggiewi,Grievious,24,M,1,Car,,,,,,,,,,,,,,,,20250710
release_98,Van-motorcycle collision in Marsaxlokk,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.",2025-07-14,14/07/2025 11:00,triq melqart,marsaxlokk,not injured,30,M,0,Van,Grievious,35,M,1,Motorbike,,,,,,,,,,,20250714
article_220724.0,Motorcyclist left with serious injuries after traffic accident in Marsaxlokk,"A motorcyclist was left with serious injuries Monday after a traffic accident in Marsaxlokk. Initial investigations suggest a collision occurred between a Kymco motorbike driven by a 35-year-old French national and a 30-year-old Ħaż-Żabbar resident on Melqart Street at around 11am. The French national was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are ongoing.",2025-07-14,2025-07-14 11:00:00,melqart street,marsaxlokk,Serious,35,none,1,Motorbike,Serious,30,none,1,unknown,,,,,,,,,,,20250714
article_141175.0,Woman motorcyclist grievously injured in Gżira crash,A woman was grievously injured on Thursday after the motorbike she was driving was involved in a collision in Gżira. The 45-year old woman from Ta’Xbiex was driving a Lexmoto Riviera motorbike when she was involved in a collision with a Toyota Auris driven by a 24-year old woman from Sliema. The incident happened at around 1.15pm on Rue d’Argens in Gżira. The motorcyclist was taken to Mater Dei Hospital by ambulance where she was certified to have sustained grievous injuries. Police investigations are under way.,2025-07-17,2025-07-16 13:15:00,rue d'argens,gzira,Grievious,45,F,1,Motorbike,Grievious,24,F,1,car,,,,,,,,,,,20250716
article_495969.0,"Husband of injured nurse thanks donors as fundraiser hits €70,000 in two days","A crowdfunding campaign for a nurse left in a coma after a car crash that killed her unborn baby has raised more than €70,000 in two days. Tonamol Baby, 28, was five months pregnant when she was struck by a car while crossing the road to start her shift as a nurse at Mount Carmel Hospital on July 16. She lost her baby and has been in hospital ever since, while her 34-year-old husband Tom Jacob spends his days by her side, far from their home in Kerala, India. Tom turned to Times of Malta to share the couple’s story as he set up a crowdfunding campaign for an air ambulance to take her home.  The cost of the medical flight is around €20,000 and the hospital costs would be at least another €30,000.  Tom daily arrives at the neurosurgical ward at Mater Dei Hospital at 8am to sit by the bedside of his wife of three years, staying until he leaves for work at 6pm. He is employed as a sommelier with the db Group. He thanked everyone who contributed, including the db Group and “the db family”, the Healthmark team (Tona’s employers), the Kerala federations and Tonamol’s friends. “Words cannot fully express our gratitude. To each and every person who contributed, shared our story, or kept us in their thoughts, thank you from the bottom of our hearts. “Your kindness has given us hope and strength during one of the most difficult times of our lives. We assure you that all of you will be remembered in our prayers always. And we kindly ask you to continue keeping us in yours, more than anything, we need your prayers,” he said. On the day of the accident, Tom was having a cup of tea at the couple’s home in Buġibba when a friend called him with the news about his wife’s accident.  As she crossed the road, a car struck her right pelvic bone and, as she fell to the ground, her head hit a bollard. When Tom arrived at the hospital, he did not recognise his wife at first. Since then, however, he has seen an improvement and hopes she can recover at home in Kerala, surrounded by family. “I will be with her for a couple of months. Then, I hope, she will be okay and I will bring her back with me,” Tom said.",2025-10-07,2025-07-16 00:00:00,mount carmel hospital,h'attard,Serious,none,none,1,car,,,,,,,,,,,,,,,,20250716
release_110,Collision between a car and e-scooter,"Yesterday, at around 2215 hrs, the Police were informed of a traffic accident in Triq il-Wied ta’ Birkirkara, Birkirkara.Preliminary investigations showed that a collision occurred between a Mazda Demio that was being driven by a 41-year-old man from Birkirkara and an e-scooter that was being driven by a 17-year-old man from Birkirkara.A medical team was called on site and an ambulance took the 17-year-old driver to Mater Dei Hospital, where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",2025-07-18,17/07/2025 22:15,triq il-wied ta birkirkara,birkirkara,not injured,41,M,0,Car,Grievious,17,M,1,Bicycle,,,,,,,,,,,20250717
article_130030.0,"Woman, 70, seriously hurt after crashing into pole in Mqabba","A 70-year-old woman was left with serious injuries Wednesday after a traffic accident in Mqabba. The accident occurred at around 5pm on Triq L-Imqabba, with initial investigations indicating the woman lost control of the Kia Picanto she was driving and crashed into a pole. She was treated at the scene before being taken to Mater Dei Hospital, where her injuries were certified as serious. Investigations are ongoing.",2025-07-17,2025-07-17 17:00:00,triq l-imqabba,mqabba,Serious,70,F,1,car,,,,,,,,,,,,,,,,20250717
article_226588.0,17-year-old taken to hospital after traffic accident while riding e-scooter,"A young man was taken to hospital with serious injuries on Thursday night after being involved in a traffic accident while riding an e-scooter. The accident occurred at around 10.15pm on Birkirkara Valley Road, with initial investigations indicating the 17-year-old was involved in a collision with a Mazda Demio driven by a 41-year-old Birkirkara resident. The young man, also a Birkirkara resident, was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are ongoing.",2025-07-18,2025-07-17 22:15:00,birkirkara valley road,birkirkara,Serious,17,none,1,scooter,Serious,41,none,1,car,,,,,,,,,,,20250717
article_455412.0,Teen injured in jet‑ski crash at Balluta Bay,"An 18‑year‑old Albanian man is in hospital with serious injuries following a collision between two jet skis in Balluta Bay on Friday afternoon.
According to police, the crash occurred at about 4.30 p.m. when the craft struck each other in the popular St Julians bathing area.
The injured rider was taken ashore by dinghy and transferred by ambulance to Mater Dei Hospital, where doctors certified his condition as serious.
Officers were alerted to the incident soon afterwards and visited the scene to collect initial evidence.
The investigation into the causes of the collision is ongoing.",2025-07-19,2025-07-18 16:30:00,balluta bay,st julians,Serious,18,M,1,jet ski,Serious,none,none,1,jet ski,,,,,,,,,,,20250718
article_450477.0,Teen cyclist in critical condition after Rabat crash,"A 16-year-old boy from Mtarfa is in critical condition following a bicycle accident that occurred around 12:30 p.m. yesterday on Triq il-Buqana, Rabat. Initial investigations revealed that the teenager lost control of his bicycle and collided with a wall. Emergency responders provided immediate medical assistance at the scene before rushing him to Mater Dei Hospital by ambulance. Doctors later confirmed that the boy suffered serious injuries and is currently at risk of dying. Magistrate Dr Antoine Agius Bonnici LL.D. has ordered an inquiry, while police investigations into the incident are still underway.",2025-07-20,2025-07-19 12:30:00,triq il-buqana,rabat,Serious,16,M,1,bicycle,,,,,,,,,,,,,,,,20250719
release_69,Woman grievously injured in traffic accident,"A 74-year-old woman who lives in Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San Ġwann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-07-23,23/07/2025 09:30,triq tas-sliema,gzira,Grievious,76,M,1,Car,,,,,,,,,,,,,,,,20250723
release_7,Van-car collision in Lija,"Today, at around 1030hrs, the Police were informed of a traffic accident in Mosta Road, Lija.The Police immediately went to the scene and from a preliminary investigation it resulted that a collision had occurred between a Renault Trafic van driven by a 24-year-old man residing in Mtarfa and a Suzuki Swift driven by an 81-year-old man residing in Mosta. In the Suzuki, there was also a 79-year-old woman who lives in Mosta.Members of the Civil Protection Department were called to the scene, as well as a medical team, and ambulances took all the people to Mater Dei Hospital to be given the necessary treatment.Unfortunately, the woman was certified dead a short time later while the other elderly man is in a serious condition. The other man was certified with slight injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while Police investigations are ongoing.",2025-07-23,23/07/2025 10:30,mosta road,lija,Slight,24,M,1,Van,Fatal,81,M,1,Car,Serious,81,M,1,Car,,,,,,20250723
article_353518.0,Passenger dead and driver critical following Lija crash,"A 79-year-old woman from Mosta has died and an 81-year-old man is in a critical condition following a road accident in Lija on Wednesday morning.   The collision took place at around 10.30am on Triq il-Mosta and involved a Renault Trafic van and a Suzuki Swift car. Police said the van was driven by a 24-year-old man from Mtarfa. The Suzuki was being driven by the 81-year-old from Mosta, with the 79-year-old woman, also from Mosta, as a passenger.  Emergency services, including members of the Civil Protection Department and a medical team, attended the scene. All three individuals were taken to Mater Dei Hospital for treatment. The woman was certified dead shortly after arrival.  The 81-year-old man is in a serious condition, whle the condition of the van driver was not known at the time of publication. Magistrate Ian Farrugia is leading an inquiry while police investigations are ongoing.",2025-07-23,2025-07-23 10:30:00,triq il-mosta,lija,Fatal,24,M,1,van,Fatal,81,M,1,car,,,,,,,,,,,20250723
